Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;BETHOL31HERIC;LIAISON 63kV N0 1 BETHONCOURT-HERICOURT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.7991574925, 47.529986725], [6.7982599925, 47.5297898197], [6.795512952, 47.5312229792], [6.7940154688, 47.5320395679], [6.7919795383, 47.5331079971], [6.7896933341, 47.5343070804], [6.7868567437, 47.5358168759], [6.7847224499, 47.5369468675], [6.7811958368, 47.5388249564], [6.7793505447, 47.5397926891], [6.7769657587, 47.5424819755], [6.7759229686, 47.5436802901], [6.7742720546, 47.5455387581], [6.7726377987, 47.5473877319], [6.7706832784, 47.5495669322], [6.77023063, 47.5509603335], [6.7696284461, 47.5526704309], [6.7688582697, 47.5549789096], [6.7681748187, 47.5569907396], [6.7676590603, 47.5585673382], [6.767200158, 47.5599131194], [6.7667589824, 47.5612466886], [6.7660557837, 47.5633205081], [6.7656025845, 47.564652636], [6.7649878934, 47.5664909993], [6.7644109251, 47.5681659406], [6.7638118259, 47.5699623462], [6.7624100771, 47.5713475753], [6.7618768107, 47.5717360981]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.547509570473686, 6.7769931873492775
AERIEN;JAUMEL41ZJAUM;LIAISON 90kV N0 1 CHAUVIGNY-FERRANDE (LA)-JAUMES(LES)-MONTMORILLON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.8842459282, 46.4342399837], [0.8800669223, 46.4336877907], [0.8789609424, 46.4330176151], [0.8789103825, 46.4330732974]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.43380996649923, 0.8815010437581181
AERIEN;C.FO6L31QUINC;LIAISON 63kV N0 1 CAILLOUX-SUR-FONTAINE-QUINCIEUX;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.9003102545, 45.867900903], [4.8994372372, 45.8662295897]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.867065246349995, 4.89987374585
AERIEN;PERTAL61ROYE;LIAISON 225kV N0 1 PERTAIN-ROYE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.8557182871, 49.7943016371], [2.8546931729, 49.7930448212], [2.853290992, 49.7900542772], [2.8519182122, 49.787211749], [2.8505761399, 49.7843735563], [2.849249097, 49.7816358521], [2.8478891963, 49.7787878116], [2.8461096902, 49.7750085032], [2.8449069965, 49.7724560852], [2.8436498516, 49.7698535906], [2.8429136918, 49.766510753], [2.8421610211, 49.7631706658], [2.8414247997, 49.7599418436], [2.8407094363, 49.7568503102], [2.8399019757, 49.7531260581], [2.8383388637, 49.7500595524], [2.8368077791, 49.746848309], [2.8352648392, 49.7436801885], [2.8336792584, 49.7405247854], [2.8319829843, 49.7370797438], [2.8304591112, 49.7339590479], [2.8289184194, 49.7309425656], [2.827001693, 49.7285633758], [2.8254355069, 49.7265336853], [2.8232070464, 49.7237508507], [2.8211883318, 49.721077406], [2.8189202978, 49.7183806661], [2.8169114529, 49.7156792584], [2.8147554581, 49.7129179507], [2.8127342851, 49.7103326259], [2.8103831084, 49.7075300554], [2.8082690383, 49.7047345929], [2.8060248938, 49.7019225263], [2.8040916029, 49.6994639445], [2.8021095136, 49.6968412633], [2.8007716669, 49.6950726442], [2.8004410394, 49.6947955127]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.74278885749772, 2.8312070183089895
AERIEN;SSBE5L31VLEFR;LIAISON 63kV N0 1 ST-BERNARD-VILLEFRANCHE (CLIENT);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.7453974958, 45.9533371907], [4.7487476176, 45.9558662624], [4.7485977153, 45.9591976389], [4.7477161151, 45.9636532527], [4.7469944104, 45.967151229], [4.7464156038, 45.9700169654], [4.7447248918, 45.9712286528], [4.7429858464, 45.972458447], [4.7394548614, 45.9727741142], [4.7359257058, 45.9730734299], [4.7341786837, 45.9736542745], [4.7310655624, 45.9746727716], [4.7285911632, 45.9754796028], [4.7249254672, 45.9766797714], [4.7221683424, 45.9775797593], [4.7203396894, 45.9779820897]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.968936991371244, 4.739217408143815
AERIEN;LUMESL31TENDR;LIAISON 63kV N0 1 LUMES-TENDRECOURT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[4.841060123, 49.7352020619], [4.8410250562, 49.7349372928]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.73506967735, 4.841042589600001
AERIEN;VIGY L61ZGAN5;LIAISON 225kV N0 1 AMNEVILLE - ST-HUBERT - VIGY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.2738324883, 49.1970678545], [6.2721026402, 49.1968314978], [6.2687293599, 49.1990735446], [6.2643721035, 49.2019854572], [6.2590735191, 49.205515067], [6.2542127604, 49.2087542895], [6.2481823077, 49.2126862578], [6.2443153277, 49.2152126925], [6.2416472914, 49.2184436064], [6.2386564569, 49.2220726562], [6.2349014762, 49.2266498424], [6.2319564103, 49.2302136707], [6.2295033599, 49.2331927417], [6.227030147, 49.2361831928], [6.2236963879, 49.2402312559], [6.2203358862, 49.2443213488], [6.2177327118, 49.2474715489], [6.2137758879, 49.252241296], [6.2113121072, 49.255213018], [6.209049001, 49.2579481], [6.205254488, 49.2617693689], [6.2013297737, 49.2657180918], [6.1969151286, 49.2701573444], [6.1929516015, 49.274166155], [6.1893522115, 49.2777791245], [6.1854429253, 49.281705197], [6.1816704084, 49.2854934273]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.23873893702622, 6.226033686358651
AERIEN;GRIM5L31SSMA7;LIAISON 63kV N0 1 GRIMAUD-STE-MAXIME;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[6.6455253366, 43.3225242762], [6.645395923, 43.3225030912], [6.6443112697, 43.3229122634], [6.6421841891, 43.324497152], [6.6391441907, 43.3254922518], [6.6354260006, 43.3273523762], [6.6336693399, 43.3282300608], [6.631490237, 43.3292897167], [6.6312325117, 43.3291026513], [6.6294332846, 43.327742049], [6.6265267352, 43.3255036146], [6.6227243006, 43.3225674718], [6.620822701, 43.3211640315], [6.6182080176, 43.3191014181], [6.6151575118, 43.3173220623], [6.6143166349, 43.3166993322], [6.6113296295, 43.3148306427], [6.6091056185, 43.3134328205], [6.6049757931, 43.310887828], [6.6021450558, 43.309107024], [6.6010679373, 43.3084426923], [6.5995996127, 43.3075397284], [6.5961493232, 43.3054043004], [6.5943735971, 43.3042954031], [6.590536267, 43.3018700789], [6.5877260201, 43.3001705566], [6.5858055147, 43.298987171], [6.5837024928, 43.2976638354], [6.5818631089, 43.296515519], [6.5799350854, 43.2953070527], [6.5755905895, 43.2926234007], [6.57145126, 43.2900417474], [6.5690765558, 43.2878834459]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.311336069124124, 6.607059163245669
AERIEN;S.DAML31ZCHOU;LIAISON 63kV N0 1 CHOUY - SAUTILLET - SOISSONS-NOTRE-DAME;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[3.321122609, 49.3466682835], [3.3230438105, 49.3442000067]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.3454341451, 3.32208320975
AERIEN;ANSERL61AVELI;LIAISON 225kV N0 1 ANSEREUILLES (LES) - AVELIN;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.9377759028, 50.55339361], [2.9387930378, 50.5521977171], [2.939687821, 50.548570275], [2.9407423864, 50.5442270037], [2.9419310016, 50.5394343755], [2.943193214, 50.5342973735], [2.9439401817, 50.5312091872], [2.9502676454, 50.5306625848], [2.9558908984, 50.5301818118], [2.9617125795, 50.5296730409], [2.969376705, 50.5290098357], [2.9768113619, 50.5283870356], [2.9848010972, 50.5276801081], [2.992679512, 50.5269798009], [3.0009194599, 50.5262718451], [3.0056447584, 50.5258507068], [3.0122672518, 50.5260064371], [3.0195563685, 50.5261742292], [3.0272021236, 50.5263837647], [3.0326775852, 50.5250743048]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.53080478154815, 2.978609361243456
AERIEN;BAIXAL71GAUDI;LIAISON 400kV N0 1 BAIXAS - LA GAUDIERE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.641339238, 42.732476607], [2.6485604524, 42.729111671], [2.6538377309, 42.7266418597], [2.6601272282, 42.725546136], [2.664740367, 42.7247424924], [2.6727438232, 42.7232594281], [2.6786837286, 42.7226138298], [2.6850314846, 42.7218369791], [2.6916475751, 42.7210290442], [2.6957255055, 42.7205264256], [2.6997545962, 42.7200351328], [2.7084493651, 42.718964917], [2.7171511204, 42.7178940571], [2.7236980138, 42.7170893163], [2.7294419924, 42.7179581899], [2.7354261939, 42.7188434626], [2.7431702233, 42.7199942927], [2.7491573391, 42.720886959], [2.7555565033, 42.7218368609], [2.7643872478, 42.7231387878], [2.7717705061, 42.7242184914], [2.7787516933, 42.7252644143], [2.7856223179, 42.726282684], [2.7926285125, 42.7273152026], [2.7996800373, 42.7283482337]], ""type"": ""LineString""}";2;BAIXAL72GAUDI;LIAISON 400kV N0 2 BAIXAS - LA GAUDIERE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;42.72278319802388, 2.7199784097302273
AERIEN;DINARL31PLAN6;LIAISON 63kV N0 1 DINARD-PLANCOET;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-2.2317036362, 48.5265294722], [-2.2283570535, 48.5279302402], [-2.2239691416, 48.5293161536], [-2.2174155143, 48.5301550123], [-2.2143502318, 48.5308241446], [-2.211685004, 48.5314174709], [-2.2062994362, 48.5326114577], [-2.2026372609, 48.533435577], [-2.1996633734, 48.534021562], [-2.195376812, 48.5349495242], [-2.1902110279, 48.5360595613], [-2.1867392768, 48.5367867157], [-2.1825951525, 48.5371882889], [-2.1787279788, 48.5375161089], [-2.172997953, 48.5380661296], [-2.1689247275, 48.5383015336], [-2.1623636739, 48.5398452503], [-2.1564587951, 48.5404317186], [-2.1509787266, 48.540960889], [-2.1459857996, 48.5414792607], [-2.1395306694, 48.5421199402], [-2.1345643659, 48.5426346515], [-2.1297811375, 48.5432295769], [-2.1258491704, 48.5438534145], [-2.1219191061, 48.5445004572], [-2.1177052657, 48.5451760602], [-2.1129009445, 48.5459412534], [-2.1094829024, 48.5464893721], [-2.1048058662, 48.5472548438], [-2.1007922901, 48.5478979959], [-2.0970315293, 48.5485009266], [-2.0929072561, 48.5491677721], [-2.0895970155, 48.5496959641], [-2.0847603579, 48.5504720075], [-2.0799422722, 48.5499640431], [-2.0740907466, 48.5491173554], [-2.0705462876, 48.5485931159], [-2.0669207134, 48.5480708938], [-2.0626987745, 48.5493704677], [-2.0590666723, 48.5505040884], [-2.0565019838, 48.55128994], [-2.0550292547, 48.5519667703], [-2.0532547319, 48.5537144893], [-2.0513414891, 48.5555879672], [-2.0469075709, 48.5599551397], [-2.0441809397, 48.5626301967], [-2.0418612527, 48.5649047744], [-2.039120205, 48.5675757174], [-2.0398081574, 48.5702431556], [-2.0404223704, 48.5725648874], [-2.0412940653, 48.5761096344], [-2.0422306325, 48.5798113269], [-2.0428505939, 48.5822633732], [-2.0435667742, 48.5850359686], [-2.0442433805, 48.5876920794], [-2.0448468237, 48.5900907004], [-2.0456743316, 48.5932967091], [-2.0466961776, 48.5949721799], [-2.048072868, 48.597250317], [-2.0502731522, 48.6008925137], [-2.0519349099, 48.6036336122], [-2.0529130728, 48.6053655713], [-2.0543202681, 48.60793421]], ""type"": ""LineString""}";2;PLAN6L31RAN.P;LIAISON 63kV N0 1 PLANCOET-RANCE-POSTE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.55131260189349, -2.117293549638435
AERIEN;FONT L31VICHY;LIAISON 63kV N0 1 FONT (LA)-VICHY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[3.4719025644, 46.1581801898], [3.4719267529, 46.1583846492]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.15828241949999, 3.4719146586500003
AERIEN;FONT L31SSYOR;LIAISON 63kV N0 1 FONT (LA) - ST-YORRE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[3.4719025644, 46.1581801898], [3.4701238568, 46.1554536588], [3.468024415, 46.1519852833], [3.4660602333, 46.1487845598], [3.4645673713, 46.1463304305], [3.463318945, 46.1442355636]], ""type"": ""LineString""}";2;FONT L31VICHY;LIAISON 63kV N0 1 FONT (LA)-VICHY;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;46.15123337290543, 3.467570006689293
AERIEN;KERBAL31SARR6;LIAISON 63kV N0 1 KERBACH-SARREGUEMINES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[7.0724434605, 49.0968697485], [7.0752430194, 49.0966631122], [7.0774893068, 49.0964968069], [7.0776364194, 49.0963407277]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.09667265476276, 7.075071985171148
AERIEN;ALBE5L41ARGOE;LIAISON 90kV N0 1 ALBERT-ARGOEUVES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[2.6346100017, 50.0048301731], [2.6343847892, 50.0049212347], [2.631096767, 50.005594078], [2.6258970333, 50.0065715826], [2.6223712203, 50.0072621699], [2.6185404971, 50.0079973472], [2.6141349968, 50.0088495201], [2.6100089413, 50.0096263952], [2.6058327239, 50.0104247862], [2.6017664061, 50.0112192033], [2.5974062455, 50.0120608362], [2.5934982002, 50.0128053243], [2.5887633542, 50.0137183871], [2.5850485479, 50.0144307789], [2.5813962906, 50.0151348507], [2.5782560568, 50.0168899177], [2.5751224989, 50.0186318167], [2.5709783475, 50.0209250965], [2.5680819288, 50.0225259039], [2.5650895187, 50.0242022275], [2.5623456882, 50.0257307859], [2.558638233, 50.0277727416], [2.5558412357, 50.0293425363], [2.5525629724, 50.0311698647], [2.5498698115, 50.0326648192], [2.5455594041, 50.0350799589], [2.5430618882, 50.0364613071], [2.5407951038, 50.0377174327], [2.5372820965, 50.0396730914], [2.533574082, 50.0417339891], [2.5301870662, 50.0436102289], [2.5277541468, 50.0449695972], [2.5225205809, 50.0478790517], [2.5187055903, 50.0499899042], [2.5158824337, 50.0515605614], [2.5130423883, 50.0531356621], [2.51044294, 50.0545837766], [2.507670671, 50.056097606], [2.5044502608, 50.0579154016], [2.5012601018, 50.0596729229], [2.4980182838, 50.0614806905], [2.494685586, 50.063286687], [2.4917134483, 50.0649646589], [2.4879516065, 50.0670537707], [2.4844331362, 50.0690105053]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.031557006998334, 2.557570267276385
AERIEN;ROUGEL71TOURB;LIAISON 400kV N0 1 ROUGEMONTIER - TOURBE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-0.2566102253, 49.1066648187], [-0.2620739558, 49.1064483114], [-0.2646665305, 49.1072845575]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.10665960511007, -0.26068156158479183
AERIEN;I.ABEL31ZF.TO;LIAISON 63kV N0 1 AOSTE - ISLE D ABEAU - TOUR-DU-PIN (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[5.2147592138, 45.6335561454], [5.2141199937, 45.6336635883]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.63360986685, 5.21443960375
AERIEN;P.SEPL42SOQUE;LIAISON 90kV N0 2 PONT-SEPT-SOQUENCE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.1804073666, 49.4966772618], [0.1791071308, 49.4999922114], [0.1791994147, 49.4998214474]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.49841600320051, 0.17972602721470002
AERIEN;B.CARL61LINGO;LIAISON 225kV N0 1 BROC-CARROS (LE)-LINGOSTIERE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[7.1884831383, 43.7199330463], [7.187972074, 43.719821134]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.71987709015, 7.18822760615
AERIEN;B.CARL62LINGO;LIAISON 225kV N0 2 BROC-CARROS (LE)-LINGOSTIERE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[7.1884831383, 43.7199330463], [7.1879540632, 43.7199536949]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.7199433706, 7.18821860075
AERIEN;COUDOL61NEOUL;LIAISON 225kV N0 1 COUDON (LE)-NEOULES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.9720671074, 43.1583281563], [5.9713956538, 43.1587453785], [5.9682693581, 43.159923027], [5.9622090374, 43.1667649249]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.16204825396268, 5.966782180062382
AERIEN;LANG8L31ZNAUS;LIAISON 63kV N0 1 LANGOGNE-MONISTROL-D ALLIER-NAUSSAC-PRATCLAUX;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[3.8528819202, 44.7379128348], [3.853447137, 44.738324983], [3.8521934378, 44.7389032777], [3.848935156, 44.7404224842], [3.845350167, 44.7420168568], [3.8420032145, 44.7435849242], [3.8401228662, 44.7450736277], [3.837845553, 44.7468738249], [3.8345086727, 44.7495087721], [3.8324264271, 44.7511529196]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.74394719117908, 3.842843720905585
AERIEN;BAULEL31GUERS;LIAISON 63kV N0 1 BAULE (LA)(LA BAULE-ESCOUBLAC)-GUERSAC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[-2.168662657, 47.33879973], [-2.1683843645, 47.3389230304]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.3388613802, -2.16852351075
AERIEN;HERBLL61ZHERB;LIAISON 225kV N0 1 CERGY - CORMEILLES - HERBLAY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.1385006106, 49.0075297736], [2.1438855644, 49.0060529685], [2.1487544538, 49.0047216758], [2.1537243543, 49.0033764092], [2.1588481753, 49.0019592746], [2.1634029909, 49.0015189925], [2.1678026408, 49.0026025895], [2.1715982466, 49.0037152036], [2.1717617751, 49.0046038223]], ""type"": ""LineString""}";2;HERBLL62ZHER7;LIAISON 225kV N0 2 CERGY - CORMEILLES - HERBLAY;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.00381302657341, 2.1554522551826247
AERIEN;HERBLL62ZHER7;LIAISON 225kV N0 2 CERGY - CORMEILLES - HERBLAY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.1385006106, 49.0075297736], [2.1384232924, 49.0074949572], [2.1381312767, 49.0075216105]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.0075091993905, 2.1383187075562766
AERIEN;CUBNEL61MQIS;LIAISON 225kV N0 1 CUBNEZAIS-MARQUIS (LE);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-0.5490774863, 45.0119415218], [-0.5493888383, 45.0121317028]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.01203661229999, -0.5492331623
AERIEN;DARSEL61RASSU;LIAISON 225kV N0 1 DARSE-RASSUEN;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.8491002273, 43.4292814836], [4.8484210212, 43.4317967548], [4.8467466614, 43.4345832745], [4.8448035104, 43.437820284], [4.842886681, 43.4410828987], [4.8410674315, 43.4440365285], [4.8398428091, 43.4467443596], [4.8364574141, 43.4502277807], [4.8355403515, 43.4544493328], [4.835321138, 43.4576810254], [4.8361532871, 43.4608618679], [4.8375014481, 43.4639109857], [4.838815183, 43.4666436821], [4.840012352, 43.4693051652], [4.8422035267, 43.4720154095], [4.8448545279, 43.4742989849], [4.8485862345, 43.4755667635], [4.8532585184, 43.4770574174], [4.8583618884, 43.4786888631], [4.8631886461, 43.4802403236], [4.8691092007, 43.4825053008], [4.874511441, 43.4845917131], [4.879605065, 43.4858462114], [4.8844992396, 43.4870409285], [4.8873658254, 43.4867130596], [4.8891830255, 43.4852531805], [4.8925339016, 43.4825911816], [4.8958515499, 43.4799440718], [4.896826745, 43.4770633682], [4.8980756537, 43.4733787794]], ""type"": ""LineString""}";2;DARSEL62FEUIL;LIAISON 225kV N0 2 DARSE-FEUILLANE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;43.46794943498026, 4.8588214199744675
AERIEN;ALBERL61CHAV6;LIAISON 225kV N0 1 ALBERTVILLE-CHAVANOD;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.4206022591, 45.6615632423], [6.4209202403, 45.6624849195], [6.4167044608, 45.6698737324]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.665752057393455, 6.419012748677343
AERIEN;LOGERL41SERQU;LIAISON 90kV N0 1 LOGERIE-SERQUIGNY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[0.5961949811, 49.1193630422], [0.600284604, 49.1188231546], [0.604739693, 49.118231973], [0.6086763388, 49.1177084581], [0.6121689194, 49.1172444755], [0.6157548931, 49.1167740954], [0.6191083358, 49.1163233693], [0.6223262464, 49.1158949655], [0.6249858781, 49.115540997], [0.6285384328, 49.11507587], [0.6322925913, 49.1145777388], [0.6351641311, 49.1141997809], [0.6372541837, 49.1139197684], [0.6401505642, 49.1135376401], [0.6428872442, 49.1131685511], [0.6475840795, 49.1139306603], [0.6541339854, 49.1149887245], [0.6594037803, 49.1158460474], [0.6651716024, 49.1167830695], [0.6713044679, 49.1177727047], [0.6763887078, 49.1185923556], [0.6809813352, 49.1193457623], [0.6857774151, 49.1202108131], [0.6905449764, 49.1210733007], [0.6947692071, 49.1218325177], [0.698697931, 49.1225481759], [0.7034386557, 49.1234060885], [0.7086610755, 49.1243484617], [0.7133152143, 49.1251871839], [0.7175824177, 49.1259500286], [0.7210002902, 49.1266076125], [0.7214271855, 49.1266543555]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.11844645436094, 0.6589164634296515
AERIEN;CSLL8L61SAUMA;LIAISON 225kV N0 1 CASTELLE (LA) - SAUMADE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.8757685731, 43.5676867456], [3.8729564813, 43.5669139331], [3.8726069942, 43.5678010676]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.56731442328239, 3.873973035558201
AERIEN;BXLIEL41ZJARN;LIAISON 90kV N0 1 AYTRE - BEAULIEU - JARNE (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;90kV;RTE;"{""coordinates"": [[-1.0912825812, 46.1303764969], [-1.0911524089, 46.1305333608]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.13045492885, -1.09121749505
AERIEN;DANTOL31V.LOT;LIAISON 63kV N0 1 DANTOU-VILLENEUVE-SUR-LOT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;63kV;RTE;"{""coordinates"": [[0.8107576503, 44.4515501667], [0.8110444802, 44.4538837305], [0.8150660688, 44.4557826562], [0.8177458663, 44.4573675706], [0.8227440481, 44.4589937043], [0.8248748137, 44.4600200405], [0.8290846633, 44.4612305314]], ""type"": ""LineString""}";2;DANTOL31V.LOT;LIAISON 63kV N0 1 DANTOU-VILLENEUVE-SUR-LOT;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;44.45731876691905, 0.8189688116644065
